0,1,2
Ла-Ла Ленд (2016),"Ребята, сейчас будет страшное. Сейчас я буду писать про 'La La Land' - тот самый нашумевший, много раз Золотоглобусный (Он, кажется, тогда унес все награды. Если бы его можно было пропихнуть в категории 'Лучший многосерийный фильм' или 'Зарубежный фильм', то там бы он тоже оказался самым-самым, инфа 100%) фильм-мюзикл-мелодрама-комедия и много-много всего еще.

Итак, про него, конечно же, не написал только ленивый. Я была ленивой. Пока не посмотрела его. Так что - поехали!

О чем же эта кинолента. Если вкратце, то о пятнадцатилетних мечтателях. И не смотрите, что роли пятнадцатилетних исполняют взрослые дяди с тетями. Они просто притворяются взрослыми, а на самом деле очень даже подростки. Такие, максималисты, с горящими глазами устремленными в будущее. Кровь их кипит, они хотят весь мир себе под ноги. И чтобы с песнями, да плясками.

Но живут эти тети и дяди одним днем (да-да, прямо как мальчишки и девчонки) совершенно не задумываясь, что их поджидает завтра.

И, естественно, влюбляются. И расстаются. И любят-любят-любят... Так беззаветно и горячо, что аж завидно.

Да, нет. Не завидно. Кого я обманываю.

Нам с порога показывают две истории, которым суждено пересечься. Столкнуться. Взорваться искрами. Перегореть.

А все от этой самой горячности. Из-за пелены, которая заставляет игнорировать отчаянно скорое 'завтра'.

Потому что герои слишком похожи. Они скорее компаньоны на этом празднике жизни. Приятели, товарищи, лучшие друзья, напарники. Все это разом. Но не любовники. Такие люди, оставшись друзьями, помогают друг-другу тянуть канат в одну сторону. Но изображая чувство, они этот канат друг у друга перетягивают.

И уже не ясно для кого именно ярко светит LA, и кому этот свет нужен по-настоящему.

Но, прошу вас, не думайте, что фильм мне не понравился. Очень даже наоборот. И мне отчетливо ясно, почему он так понравился журналистам и критикам (не всем, но многим). Все дело в этой самой мечтательности. В трепетном, почти позабытом чувстве, которое было когда-то во всех нас, уже взрослых (почти) дядях и тетях. Когда мы мечтали, жили своими грезами, пели песни громко в голос. Были готовы кричать и обнять весь мир. Верить в лучшее не смотря ни на что. И улыбаться, даже если больно, смешно утерев рукавом раскрасневшийся нос.

Многие, даже порой и я, забываем о том, как здорово просто жить. Без всяких там 'но' и 'что же будет завтра'. И вот этим 'La La Land' действительно цепляет.

Не посредственными песнями (да, они такие, не бейте).

Не заштампованным и отработанным сюжетом (боже, как же открывающая сцена мне напомнила 'Santa Barbara's Skies' из Psych: The Musical).

Не яркими костюмами и видами на город (хотя и этим чуток).

Все дело в мечте.

Ведь все мы о чем-то мечтали, даже если уже давно позабыли собственные мечты.

Каков же вывод у всего этого?

Надеюсь, из года в год подобные фильмы продолжат появляться. Как 'Артист', 'Бердмен'. Как 'Ла-Ла-Лэнд'. Чтобы было чем смягчить ритм наших усталых шестеренок.",good
Ла-Ла Ленд (2016),"Это мой первый мюзикл, просмотренный в кинотеатре, который вызвал во мне бурю эмоций, как печальных и грустных, так и веселых и смешных. В картине поют эффектные песни, сопровождаемые яркими и динамичными танцами, которые выражают разные эмоции, продвигают сюжет. Во всем фильме используется большой спектр красок и он не надоедает, а наоборот дает разнообразие, свежесть, и делает музыкальные вставки еще ярче. Художественная обработка и виды самого Лос-Анджелеса великолепны и ярки, что делает сам фильм более сочным. Дэмьен Шазелл автор такого же замечательного фильма, как “Одержимость”, так и в этой картине использовал джаз, который был основной линией, так и тут он не обходится стороной и практически выступает на первые ряды. Джаз был выражен с любовью, как и ретро-стиль, со всеми сочными кадрами, музыкальными сопровождениями, в общем хорошая ретроспектива и отданная честь. 

История повествует нам о двух мечтающих личностях. Молодой голливудской актрисе по имени Миа, которую сыграла – Эмма Стоун, и Себастьяна – Райан Гослинг – молодого пианиста, любящего джаз. И по счастливой случайности судьба сплетает нити, и сводит жизни. Райан Гослинг и Эмма Стоун сыграли пару, в которой чувствуется “химия”, в их отношения хочется верить и игра не вызывает никаких нареканий, а лишь только восторг, что они так хорошо вложились в роль, одни только танцы и игра на пианино чего стоит от Райана, и завораживающая искренняя игра с танцами от Эммы. Особенно, понравился хоть и сказочный, но очень красивый момент, когда они танцевали на завораживающем фоне. 

В итоге хочу сказать, что “Ла-Ла Ленд” – красивое времяпровождение с яркими и броскими нарядами, которые меняются на протяжении всего фильма у главных героев символизируя прежде всего внутренние изменения, и отличная актерская игра сдобренная танцами и пением. Эта работа талантливого Дэмьена Шазелла, который довольно-таки молодой, сделала его во истину престижным режиссером и повысила его статус, показав нам, что он хорошо целенаправленно работает только в музыкальном стиле, хотя, надеюсь он будет снимать и в других жанрах кроме этого. После просмотра остается прям целый букет разных чувств, как печали и грусти, так и радости и счастья, я рад, что есть такие фильмы, которые вызывают весь спектр чувств, рекомендую просмотру всем.

P.S. City of Stars  - трогательная и очень проникновенная мелодия, которая впала мне в душу и отпечаталась на сердце.",good
Ла-Ла Ленд (2016),"Три года назад двадцативосьмилетний Дэмиен Шазелл заявил о себе музыкальной драмой «Одержимость», герой которой проходил ад мучений борьбы с самим собой на пути к мечте стать джазовым музыкантом. Бескомпромиссное высказывание о том, как выковывается талант, оказалось одновременно честным и жестким. «Ла-Ла Ленд» кажется одновременно созвучным камерной «Одержимости» и диссонирует ей. Картина стала настоящим событием 2016 года в кино, едва ли не главным фильмом года, уже собрала внушительный ворох наград и продолжает их пожинать.

 «Ла-Ла Ленд» — фильм программный и в каком-то смысле даже поколенческий. Он превосходно вписывается в контекст авторского кинематографа последних лет с его обращением к темам утраченных надежд, творчества, богемы, с подчеркнуто эстетизированным видеорядом. Что ж, «Ла-Ла Ленд» не только вписывается, но и своеобразно венчает эти настроения современного кино. И действительно, по этому трагикомическому мюзиклы Шазелла когда-нибудь обязательно будут судить о кинематографа 2010-х.

Впрочем, несмотря на то, что музыкальная составляющая в кинематографе сегодня становится все более и более важной частью киноязыка, жанр мюзикла практически умирает. Небольшой его рассвет наблюдался в начале 2000-х («Чикаго», «Мулен Руж!»), затем последовал плавный сход на «нет». И даже такие вещи, как «Отверженные» Тома Хуппера, не могли ничто с подобным угасанием сделать. 

Но вернемся в начало 2000-х, когда Баз Лурман своим «Мулен Руж!» снял фактический манифест грядущей «богемной революции», с ее идеалами любви, творчества, истины, свободы. Никакой революции за фильмом, конечно, не последовало, но сейчас ростки начинают проклевываться, и фильмы, подобные «Ла-Ла Ленду» – памятник ее началу. Это одновременно ностальгическое эхо грез, сбывающихся всегда не так, жизней, проживаемых не с тем людьми, и джазовый призыв сделать творчество главной составляющей жизни, бороться за него против прагматизма и мещанства. 

Герои ленты Шазелла – мечтающая стать актрисой Мия (в исполнении очаровательной Эммы Стоун), провалившаяся на всех кинопробах и подрабатывающая официанткой, и джазовый музыкант Себастьян, играющий ради денег всякую дребедень в кафе (обаяние Райана Гослинга придало образу особенный шарм) – плоть от плоть дети «богемной революции», непрактичные романтики, потерянные в тропическом раю Лос-Анджелеса, который никак не хочет становиться городом снов. Да, у них нет карьеры и нет денег, но есть верность мечте и призванию. А еще у них есть чувства друг к другу. Казалось бы, призыв прост – не предавать свои мечты, никогда не опускать планку и не погашать тот огонь, без которого они превратятся в скучных и заурядных обывателей. Это все есть, но главное в фильме начнется именно в тот момент, когда с карьерой начнет получаться, а вот чувства и наивные мечты сохранить окажется не просто. И может быть, поэтому финал так сильно напоминает «Шербурские зонтики» Жака Деми, с его меланхолией о несостоявшемся. Однако «Ла-Ла Ленд» не теряется на их фоне и не становится цитатой, он остается ярким самостоятельным высказыванием. 

Фактически возрождая классический мюзикл, подмигивая его хрестоматийным образцам, Шазелл создает тонкое, умное и самобытное произведение. Здесь гармонично все: от брызжущей всей цветовой палитрой визуальной картинки и совершенной хореографии до богатства музыкальной палитры, меняющейся от классического джаза до его би-боп разновидности, от лирических интонаций до бойких, почти рок-н-рольных взрывов. Музыка Джастина Гурвица к картине – подлинное произведение искусства, которое хочется переслушивать и переслушивать, а композиция «The Fools Who Dream» – сердце всего полотна и его душа. 

 «Ла-Ла Ленд» – тот редкий случай, когда кино хороший вкус и неистовая страсть к искусству создают полифоническое, очень тонкое и многогранное полотно. Безусловно, один из главных фильмов наших дней.  Спешите увидеть это чудо на больших экранах.",good
Ла-Ла Ленд (2016),"Завораживающий и душераздирающий, невероятно красивый и душевный, а, главное, настоящий. Определённо, один из лучших фильмов не только в своём жанре, но и в истории кинематографа в принципе. 

Невероятно весёлый, лёгкий и добрый, но, при этом, очень трагичный и драматичный - такой широкий диапазон эмоций могут подарить очень небольшое количество фильмов. Это действительно очень поражает и влюбляет в себя почти сразу же. 

Потрясающая и, в хорошем смысле этого слова, по-настоящему сказочная история, частью которой, я уверен, хотел бы стать каждый из нас. Прекрасные локации, чудесные костюмы, изящная операторская работа, благодаря которой невозможно оторваться от экрана. Изысканный и разнообразный саундтрек на любой вкус, который придётся по душе абсолютно всем. 

Химия между персонажами настолько велика и буквально сразу же ощутима, что ей можно было бы поделиться с кем-то ещё (например, с Купером и Гагой - ауч!).

Однозначно, лучшие актёрские работы Райана Гослинга и Эммы Стоун - как в качестве пары, так и по отдельности. 

Мне кажется, Ла-Ла Лэнд настолько прекрасен, что все слова про него будут звучать невероятно банально, поэтому буду краток. 

Лучше один раз увидеть, чем 10 раз услышать.",good
Ла-Ла Ленд (2016),"Данного тезиса придерживаются оба главных героя фильма, которые живут в многомиллионном Лос-Анджелесе и волей судьбы случайно встречаются в автомобильной пробке, после чего неоднократно сталкиваются друг с другом. 

Основная идея. Оба персонажа иллюстрируют типичных людей, которые находятся в самом начале пути к своей мечте: Миа работает в кафе официанткой, но мечтает стать актрисой как ее тетя и ходит на прослушивания, где ей постоянно отказывают; Себастьян увлекается непопулярным джазом, собирается открыть свой джаз-клуб, но работает в музыкантом в ресторане, где джаз никому не интересен. 

Изначально они сомневаются, что их случайные встречи - это судьба, но столкнувшись в очередной раз, они все же решают рассказывать друг другу о своих мечтах и влюбляются друг в друга. Именно в этом, на мой взгляд, проявляется главное испытание, с которым и в жизни сталкиваются практически любые мечтатели, стремящиеся реализовать свои желания, - стоит ли они откладывать мечту, фактически простившись с ней, ради того, чтобы просто быть друг с другом, даже если ради этого придется заниматься по жизни тем, что не нравится? Ответить на этот вопрос предстоит главным героям фильма. 

Вывод здесь может быть один: по-настоящему счастливым можно стать лишь когда исполняется то, о чем мечтаешь всю жизнь. При этом, нужно не бояться отказываться от того, что тормозит тебя на этом пути, даже если это весьма тяжело.

Скорее всего главные герои влюбились именно потому, что оба узнавали друг в друге самих себя, свои личные жизненные проблемы. Поэтому сначала они помогают друг другу, но в дальнейшем перед ними встает неизбежный выбор: отношения или мечта. При этом, каждый из них прекрасно осознает, что получить одновременно и то, и то у них не получится. 

Поэтому для главных героев вывод отчасти трагичен: если они будут вместе, мечте хотя бы одного из них никогда не суждено будет реализоваться. Но именно поэтому фильм также весьма реалистичен, ведь и в жизни практически любого мечтателя все не бывает идеально: часто приходится сталкиваться с подобным выбором, при этом, преградой на пути к мечте может быть что-угодно, не только отношения. Но именно этим примером авторы хотят показать, что на этом пути не стоит останавливаться не перед чем, даже перед самыми высокими чувствами.

Музыка. Особое в фильме хотелось бы отметить музыкальное сопровождение: запоминается не только основной саундтрек “City of Stars”, но и многие другие мелодии, которые хочется переслушивать неоднократно. 

Фильм максимально рекомендован к просмотру всем мечтателям.",good
Ла-Ла Ленд (2016),"Вы когда-нибудь выходили из кинозала с чувством полного удовлетворения? Когда нет никаких вопросов, никаких претензий, никаких ложек дёгтя! Мы часто используем слова великолепно, шикарно, бесподобно и тем самым нивелируем всю их смысловую нагрузку! Так вот фильм-мюзикл 'Ла-Ла-Лэнд' именно великолепен, шикарен и бесподобен! Читая этот отзыв не бойтесь обзавестись завышенными ожиданиями, так как у меня они тоже были и фильм не просто их оправдал, но превзошёл!

Только ленивый не спел дифирамбы в адрес 'Ла-ла-Лэнда' после просмотра. Вы уже много знаете и о сложной судьбе сценария и о юном режиссёре картины и о самой, на сегодняшний день, прекрасной кинопаре Голливуда Эмме Стоун и Райне Гослинге и о рекордных семи золотых глобусах и предсказаниях взять главную статуэтку этого года и высоких сборах и высоких рейтингах и высоких отзывах критиков и простых зрителей и о высоких блондинах в чёрных ботинках. Вы не знаете только одного, что фильм вам понравится! Несомненно! Вы брутальный мужик, который ходит только на военные фильмы и вымышленные криминальные истории и считаете ниже своего достоинства ходить на бабский мюзикл с приторным названием? Да бросьте! Года через два, под Новый год, когда вам надоест 'Ирония судьбы', а 'Ёлки-25' уже не выкатят жена предложит посмотреть его, тот самый мюзикл. Потому что к тому времени он сменит на посту 'Реальную любовь' и 'Отпуск по обмену', став традиционным рождественским и новогодним атрибутом! И даже если через пару лет ваше сердце не оттает, то лет через 10-15 ваша дочка, милая маленькая дочка попросит вас, любимого папу посмотреть с ней 'Ла-ла-лэнд' и вы посмотрите, не откажете же доченьке! И вы пожалеете, что не видели его раньше, что именно тогда в январе 2017 не сходили на него! На него - не бабский слащавый мюзикл, а настоящий фильм о мечте, как её достичь и чем придётся пожертвовать? Фильм, который несомненно станет классикой! Фильм, который подобно его главным героям надо смотреть вдвоём в старом пленочном кинотеатре! Фильм на который я абсолютно точно, впервые за свою жизнь, пойду второй раз!

Ещё много всего хочется написать об этом прекрасном фильме! О режиссерских ходах, игре и роли света в нём, музыке, актерской игре, сценарии, актерах эпизодниках (хотя он там один Дж. К. Симонс), шепелявости Эммы Стоун, невероятной атмосфере и долгом послевкусие! Но как перевести эмоции в текст? (Далее только они).

'Ла-ла-Лэнд' и есть эмоция, радость и счастье, которыми хочется поделиться, раздать бескорыстно. Восторг, восторг, восторг переполняет меня, хотя прошло уже дня три с момента как я его посмотрел! Знаете, бывают хорошие фильмы которых хочется меньше, ну то есть убрать, что-то лишнее или наоборот, бывают замечательные фильмы, от которых хочется продолжения. 'Ла-ла-Лэнд' не такой - нет в нём ничего лишнего, ни секунды и большего от него не хочется, это полноценная законченная история! Хочется его хвалить бесконечно и повторятся в своих комплиментах неоднократно! Но, вместо этого просто советую, настоятельно рекомендую, категорически настаиваю, убедительно прошу и в конце концов требую, чтобы вы сходили на 'Ла-Ла-Лэнд' в кино...

P.S. А после просмотра отпишитесь мне, если это я вас убедил. Хочу посмотреть скольким людям я помог!",good
Ла-Ла Ленд (2016),"«Ла-Ла Ленд» появился, как глоток свежего воздуха, как отдушина для зрителей, уставших от бесконечных роботов, монстров, погонь и перестрелок, приправленных спецэффектами и заполонивших экран в последние годы. 

Фильм снят в далеко не самом популярном в наши дни жанре мюзикла, и с этой точки зрения режиссёр Дэмьен Шазелл шёл на определённый риск и не прогадал: фильм влюбил в себя зрителя. В «Ла-Ла Ленде» сочетаются фантастика и реалистичность, комедия и мелодрама, традиция и новаторство, глубина и лёгкость.

«Ла-Ла Ленд» -  это, безусловно, фильм-ностальгия, и снят он соответствующим образом. Во время просмотра какое-то время даже сомневаешься, в каком году происходит действие: в наше время или в 80ые, а может, еще раньше? 

Ла-Ла Ленд – это Лос-Анджелес, а точнее, Голливуд – страна грёз, как магнитом притягивающая мечтателей. Одни из таких мечтателей – главные герои фильма – начинающая актриса Миа и джазовый музыкант Себастьян, которых судьба впервые сводит при наименее романтических обстоятельствах, а именно в дорожной пробке. И Миа, и Себастьян живут мечтой. Она – стать великой актрисой, он – вернуть джазу былую популярность и открыть собственный джаз-клуб, а пока оба вынуждены зарабатывать на хлеб более приземлёнными вещами. И вот, разглядев друг друга в толпе, они уже не могут расстаться, ведь идти к мечте легче, когда рядом с тобой такой же мечтатель. 

Но если бы в обычной романтической комедии герои обрели бы любовь и воплотили мечты в жизнь, то банальный на первый взгляд сюжет «Ла-Ла Ленда» оказывается ближе к жизни, в которой часто приходится жертвовать одним, чтобы получить другое. И герои «Ла-Ла Ленда» делают выбор в пользу мечты, о чём, судя по их встрече в финале картины, они не жалеют. Неголливудский happy end, хоть и в Голливуде. Другой, альтернативный финал в фильме тоже есть, но, опять же, только в виде фантазии.

Финал «Ла-Ла Ленда» особенно красивый. Во многом, конечно, благодаря музыке, без которой мюзикл не мюзикл. Прекрасные, волнующие мелодии талантливого Джастина Гурвица – несомненно, один из плюсов фильма. Как и исполнители главных ролей – Райан Гослинг и Эмма Стоун, живые, разные, идеальные в своём несовершенстве.

Пусть кто-то называет «Ла-Ла Ленд» «ванилью», лично я люблю такие фильмы, и спасибо команде «Ла-Ла Ленда» за то, что их ещё снимают.

9 из 10",good
Ла-Ла Ленд (2016),"Что есть мечта? Синица, которую не поймать? Усилия и настойчивость, могут ли они привести к желаемой цели? Вера в себя, достаточно ли ее по прошествии многих лет? Вера как огонь угасает, если не добавлять дров, но что может стать дровами? Любовь, ответ так очевиден и ясен. Случайная, красивая и настоящая…Вера человека, который рядом, может явиться тем топливом, которое подтолкнет на то, чтобы покорить новую вершину и решиться на то, что в одиночку ты бы не сделал никогда. Или открыть глаза на подделку мечты, которая начинает быть удобной, но стоит ли она того, чтобы остановиться? И вот мечта уже близко, до нее рукой подать, а следующая ступенька ведет к новому горизонту – туда, где вам с любимым возможно не по пути, что же делать, или все-таки есть шанс для вас обоих пойти вверх по лестнице вместе? Что выбрать?.., в каком случае сожаления будут больше? И будут ли сожаления? 

Ответы на все эти вопросы вы не найдете в фильме, только на некоторые, остальные останутся для вас. Но как приятно, когда фильм ставит вопросы, давая пищу для размышления. Как чертовски здорово, выйти из кинотеатра и задуматься, а что бы ты сделал, как бы поступил, что выбрал… Не для этого ли существуют хорошие фильм? Чтобы задевать за живое, давать идеи, радовать и удивлять красками, заставлять думать..?

Вопрос ли это восприятия или многие подумали о том же. Но все-таки фильм вышел весьма и весьма достойным. Музыкальное сопровождение на уровне. Как минимум, приятное времяпрепровождение вам обеспечено. Как максимум, впечатления, мысли и идеи по поводу своей жизни. И этого уже достаточно, чтобы в нашем современном обществе, где «поклоняются всему и не ценят ничего», испытать удовольствие от просмотра. И, кто знает, может даже захотеть посмотреть еще раз


9 из 10",good
Ла-Ла Ленд (2016),"Мы видим двух молодых людей: девушку, работающую бариста в кафе при студии в Warner Brosers и парня, которому хочется открыть свой джаз-бар, пока он по заказу играет в ресторане на фортепиано. Они несколько раз сталкиваются случайно, прежде чем, наконец, благодаря друг другу, начинают осознавать всю важность следования своей мечте. Ведь впоследствии Миа (Стоун) ставит свой моноспектакль, а Себастиан (Гослинг) все-таки открывает свой джаз-клуб. Однако, как мечты сводят пару вместе, так вполне могут способствовать расхождению принципов и маленькой зиме длиной в несколько лет.

Данный фильм-мюзикл снят режиссером иной успешной музыкальной ленты «Одержимость», так что вопрос к мелодической составляющей «Ла-Ла Лэнд» мгновенно снимается: прекрасные песни, танцующие Стоун и Гослинг, старый добрый джаз, – переносящие нас в другое время. Режиссер очень старательно передает особенности тонкой грани между мечтой и реальностью, между мыслями о музыке и ее воплощением в жизнь, между человеческими отношениями и страстью к искусству: именно потому изначально и был выбран жанр мюзикла, где танец, музыка, песня – все красноречиво совмещает переживания героев. Однако, на экране в итоге воплощается не классический мюзикл, а нечто новое: драматическое кино с яркими утопическими элементами, постоянно меняющее свой облик и форму, переходящее от саркастичных набросок к личностным метаниям, затем – к комедийным этюдам, а за ними – к танцам и песням. В итоге мир кажется выдуманным как минимум наполовину, и никак не появляется понимание того, в каком же времени мы в данный момент находимся: атмосфера слегка инопланетная, вневременная; зато чувства, которые испытывают персонажи, и которые передаются от них к зрителю, максимально реальны.

Итак, перед нами – метафоричное изображение мечты «маленького человека» на фоне масштабных декораций Лос-Анджелеса, плюс прекрасная игра актеров (чего только стоит первые кадры с Эммой Стоун, в которых она изображает неумение играть!), их непривычное амплуа танцоров-певцов, очень красивые кадры (отдельное спасибо оператору) и – самое главное, – очень живая тема совмещения двух страстей в паре творческих людей. Вопросы заработка, важности той или иной идеи, поддержки, присутствия: многочисленные примеры того, как сложно бывает паре мечтателей в большом городе, где кто-то уже успел придумать и сделать все до них. Однако, что-то новое сделать все-таки можно, если не опускать руки и продолжать идти вперед к своей смелой мечте под звуки джаза и в сопровождении кадров из «Касабланки» или «Бунтаря без причины»… Особенно если есть кому поддержать или даже надавить, лишь бы путь не прекращался из-за того, что реальность и ожидания разошлись.

Все прекрасно в этом фильме, это уже очевидно: даже порой кажется, будто он подводит итоговую черту за весь 2016 год, ибо он изначально был непрост не только для киноматографа – и именно потому так важно уйти от реальности, кружась поверх звезд под прекрасную музыку в планетарии. Но ведь еще мы видим этот тонкий намек на пары, подобные Эми Адамс с Джейком Джилленхоллом: девушка отстраняется и исчезает на долгое время, пока молодой человек медленно и с трудом движется к своей мечте. Или мы видим несколько разбросанных по фильму кадров, где съемка будто замирает – и мы видим лишь лицо Эммы с широко распахнутыми глазами в неоновом свете (вспоминается Эль Фаннинг, ну честное слово). И так далее.

Результат: Шазелл хотел совместить «золотую эру кино и сложную циничную современность», и у него получилось замечательно.

Однако современные в ленте – чувства, айфоны и наплевательское отношение одних людей к другим, некоторое обесценивание. Все остальное – из далекого прошлого. Поэтому кажется, будто режиссер поет непрекращаемую оду классике всех возможных жанров: будто новое уже и не может быть хорошим или – более того, – новое это уже изначально плохо. И вот это ощущение, что одно переоценено, а другое – наоборот, не покидает весь фильм.

7 из 10",good
Ла-Ла Ленд (2016),"«Ла-Ла Ленд» по праву заслужил все свои «Золотые глобусы» в этом году и даже больше!

Я давно не чувствовала себя в таком приподнятом настроении после просмотра фильма, одна сплошная услада для ушей и бальзам на сердце! 

И это ощущение не приторное, а именно сладко-нежное, романтичное, подхватывающее, как легкий весенний ветерок и уносящее куда-то далеко, к давно забытым мечтам.

Атмосфера фильма настолько всепроникающая, что заставляет воспарить над реальностью на время сеанса, не оставляя шанса даже самым равнодушным.

«Без мечтателей и чудаков этот мир стал бы серым», сказала главная героиня в исполнении очаровательной Эммы Стоун, и это факт.

Искусство стало бы штампованным и пустым, не будь людей, которые горят за свое дело, всеми силами стараясь воплотить мечту всей жизни. И возможно однажды, добившись заветного успеха, они вдохновят новое поколение бесстрашных мечтателей.

Любовь, музыка, танцы, свет прожекторов, кипучая энергия, искры которой заряжают зрителя  весь фильм.

Я еще долго буду ощущать на себе магию этого потрясающего, тонкого и простого в своей гениальности киномюзикла.

Искреннее спасибо всем его создателям!

PS. А если вы еще не успел посмотреть «Ла-ла Лнд», срочно бегите в кино и наслаждайтесь; )",good
